"ChIJ85hjRVZdXUgRV2YR3YBxYmU","St Leo’s College, Dublin Road, Carlow","St Leo's College","152","9","7","19","5","24","10","1","0","0","0","2","0","3","1","1","2","0","0","0","24","0","0","0","2","11","0","1","2","0","124","0.82",
"ChIJ89zYu2sMZ0gRcqmjMf6MmY8","Loreto College, Crumlin Rd","Loreto College","75","3","8","1","0","6","0","0","0","0","0","2","2","7","6","0","0","1","0","1","2","0","1","0","0","0","0","0","0","0","40","0.53",
"ChIJ8brukBaJW0gRyAEIiYw-ANQ","Coláiste an Eachréidh, An Coiléar Bán, Baile Átha An Rí","Coláiste an Eachréidh","15","0","0","0","1","0","7","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","10","0.67",
"ChIJ8UD2_J7TXUgRtIMu5rB25ng","Méan Scoil Mhuire, Convent Road, Longford","Mean Scoil Mhuire","92","15","1","12","1","12","3","3","0","0","0","0","0","2","0","6","0","0","11","0","0","4","0","0","0","1","0","3","0","0","74","0.8",
"ChIJ8X5SriHLXEgR9Wr9GvHBnQQ","*Rockwell College, Cashel","Rockwell College","100","15","9","3","7","3","6","17","0","1","0","0","0","7","0","0","14","0","0","0","4","1","3","0","3","2","0","3","0","1","99","0.99",
"ChIJ8xdyyBAuQ0gRfdB883g015E","Loreto Secondary School, Clonmel","Loreto Convent Secondary School","83","1","2","4","13","0","6","16","0","0","0","0","0","1","0","1","7","0","0","0","2","0","0","0","2","12","0","3","0","0","70","0.84",
"ChIJ8YmunlNbZ0gRAQ0qkoDo7iI","Beaufort College, An Uaimh","Beaufort College","82","0","1","2","1","8","0","0","0","0","0","8","2","5","0","2","0","13","0","1","1","1","0","0","1","0","0","0","0","0","46","0.57",
"ChIJ8znsQrLlREgRBbwcFDD9gaQ","Bishop McEgan College, Macroom","Bishop McEgan College","24","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","5","0","0","0","0","0","1","0","0","1","0","0","0","0","9","0.38",
"ChIJ8znsQrLlREgRCC0RilUhCp0","Coláiste De La Salle, Macroom","De La Salle College","37","0","0","0","4","0","0","14","0","0","0","0","0","0","0","0","17","0","0","0","0","0","1","1","1","0","0","0","0","0","38","1.03",
"ChIJ9044O44aZ0gR2UOBS1r-yJw","Pobail Scoil Íosa, Malahide","Malahide Community School","186","23","24","32","0","4","0","1","0","0","0","7","13","48","2","1","0","5","0","4","0","0","0","0","1","0","7","0","1","0","173","0.93",
"ChIJ9f4d2CmOREgR-jvVpdLinTo","Coláiste an Spioraid Naoimh, Bishopstown, Cork","Coláiste an Spioraid Naoimh","113","1","1","0","2","0","1","60","0","0","0","0","0","0","0","0","36","1","0","0","0","0","0","0","0","0","0","1","0","0","103","0.91",
"ChIJ9fIUaNYMZ0gRagrTLvfGmuQ","Pobal Scoil Iosolde, Oak Court Avenue, Palmerstown","Oakcourt Avenue","58","1","0","0","0","3","0","0","0","0","0","3","2","6","7","2","0","1","0","1","1","0","0","0","1","0","0","0","0","0","28","0.48",
"ChIJ9SqB20uWW0gRm6thYvK0pQ0","Coláiste Einde, Threadneedle Road, Salthill, Galway","Coláiste Éinde - St. Enda's College","133","3","3","1","3","2","48","0","0","0","0","0","0","2","0","5","1","0","36","0","0","1","0","1","2","0","0","3","0","0","111","0.83",
